,time,open,high,low,close,volume
0,2024-05-31 21:00:00+00:00,2326.0,2327.23,2322.42,2322.98,3272
1,2024-05-31 22:00:00+00:00,2322.98,2328.27,2320.6,2327.62,3647
2,2024-05-31 23:00:00+00:00,2327.73,2330.61,2325.97,2327.46,1886
3,2024-06-03 01:00:00+00:00,2328.79,2329.52,2323.34,2326.44,2054
4,2024-06-03 02:00:00+00:00,2326.43,2326.82,2324.02,2325.92,1540
5,2024-06-03 03:00:00+00:00,2325.93,2327.55,2324.05,2327.17,2695
6,2024-06-03 04:00:00+00:00,2327.16,2331.06,2326.19,2330.82,4470
7,2024-06-03 05:00:00+00:00,2330.79,2331.0,2325.33,2326.38,3431
8,2024-06-03 06:00:00+00:00,2326.32,2328.21,2321.0,2321.43,3662
9,2024-06-03 07:00:00+00:00,2321.44,2322.59,2320.06,2321.41,2532
10,2024-06-03 08:00:00+00:00,2321.41,2323.75,2315.4,2320.22,4221
11,2024-06-03 09:00:00+00:00,2320.11,2322.85,2314.77,2322.56,5131
12,2024-06-03 10:00:00+00:00,2322.48,2328.88,2322.27,2326.0,4143
13,2024-06-03 11:00:00+00:00,2325.86,2328.56,2324.78,2325.52,4071
14,2024-06-03 12:00:00+00:00,2325.53,2328.8,2324.37,2327.78,4060
15,2024-06-03 13:00:00+00:00,2327.79,2333.33,2326.26,2330.85,4068
16,2024-06-03 14:00:00+00:00,2330.83,2332.41,2329.06,2330.05,3982
17,2024-06-03 15:00:00+00:00,2329.95,2334.4,2325.76,2334.07,4589
18,2024-06-03 16:00:00+00:00,2334.03,2336.66,2329.89,2332.5,5568
19,2024-06-03 17:00:00+00:00,2332.65,2345.72,2332.65,2341.73,6184
20,2024-06-03 18:00:00+00:00,2341.6,2344.29,2335.52,2342.87,4927
21,2024-06-03 19:00:00+00:00,2342.87,2349.94,2341.39,2349.27,4888
22,2024-06-03 20:00:00+00:00,2349.2,2354.76,2346.23,2348.48,4228
23,2024-06-03 21:00:00+00:00,2348.54,2349.47,2346.57,2348.3,3369
24,2024-06-03 22:00:00+00:00,2348.25,2349.1,2344.75,2347.67,2834
25,2024-06-03 23:00:00+00:00,2347.64,2351.09,2346.91,2350.45,1436
26,2024-06-04 01:00:00+00:00,2351.9,2352.18,2350.07,2350.83,1160
27,2024-06-04 02:00:00+00:00,2350.81,2351.14,2349.81,2350.62,1331
28,2024-06-04 03:00:00+00:00,2350.62,2352.83,2350.18,2350.65,2339
29,2024-06-04 04:00:00+00:00,2350.64,2352.41,2343.34,2347.13,4515
30,2024-06-04 05:00:00+00:00,2347.13,2349.62,2345.71,2346.94,3457
31,2024-06-04 06:00:00+00:00,2346.95,2347.01,2344.15,2345.78,2755
32,2024-06-04 07:00:00+00:00,2345.79,2349.94,2345.17,2349.37,2100
33,2024-06-04 08:00:00+00:00,2349.37,2349.58,2347.33,2347.8,3072
34,2024-06-04 09:00:00+00:00,2347.75,2351.74,2344.38,2344.57,4507
35,2024-06-04 10:00:00+00:00,2344.53,2345.12,2339.15,2339.77,4309
36,2024-06-04 11:00:00+00:00,2339.68,2339.81,2332.36,2333.32,4981
37,2024-06-04 12:00:00+00:00,2333.4,2334.25,2326.92,2329.93,4898
38,2024-06-04 13:00:00+00:00,2329.99,2334.89,2328.9,2329.22,4425
39,2024-06-04 14:00:00+00:00,2329.61,2329.84,2325.42,2327.94,4474
40,2024-06-04 15:00:00+00:00,2327.98,2335.97,2326.66,2335.14,5076
41,2024-06-04 16:00:00+00:00,2335.14,2337.96,2322.22,2323.96,6032
42,2024-06-04 17:00:00+00:00,2326.72,2332.54,2315.62,2317.55,6248
43,2024-06-04 18:00:00+00:00,2317.68,2328.8,2317.49,2326.11,5140
44,2024-06-04 19:00:00+00:00,2326.11,2329.63,2322.56,2324.01,4380
45,2024-06-04 20:00:00+00:00,2323.97,2330.32,2323.74,2328.82,4512
46,2024-06-04 21:00:00+00:00,2328.81,2329.81,2326.11,2328.28,3272
47,2024-06-04 22:00:00+00:00,2328.28,2328.38,2326.05,2327.35,2824
48,2024-06-04 23:00:00+00:00,2327.32,2327.68,2326.0,2326.79,1233
49,2024-06-05 01:00:00+00:00,2326.69,2328.4,2326.64,2327.83,875
50,2024-06-05 02:00:00+00:00,2327.8,2328.9,2327.49,2328.81,1213
51,2024-06-05 03:00:00+00:00,2328.83,2329.6,2327.8,2328.22,2287
52,2024-06-05 04:00:00+00:00,2328.26,2330.93,2325.92,2330.5,3807
53,2024-06-05 05:00:00+00:00,2330.54,2333.56,2329.98,2333.43,3158
54,2024-06-05 06:00:00+00:00,2333.37,2337.92,2333.06,2337.26,3100
55,2024-06-05 07:00:00+00:00,2337.26,2338.26,2335.91,2338.05,2241
56,2024-06-05 08:00:00+00:00,2338.06,2341.7,2337.41,2337.41,3568
57,2024-06-05 09:00:00+00:00,2337.41,2338.45,2328.14,2332.73,4673
58,2024-06-05 10:00:00+00:00,2332.73,2333.69,2329.22,2331.62,4298
59,2024-06-05 11:00:00+00:00,2331.62,2335.15,2331.36,2332.66,3843
60,2024-06-05 12:00:00+00:00,2332.67,2333.93,2331.07,2332.33,3575
61,2024-06-05 13:00:00+00:00,2332.28,2335.57,2329.57,2333.81,3619
62,2024-06-05 14:00:00+00:00,2333.72,2335.5,2331.13,2332.58,3599
63,2024-06-05 15:00:00+00:00,2332.58,2343.94,2332.19,2342.2,5211
64,2024-06-05 16:00:00+00:00,2342.04,2345.93,2338.22,2343.34,5768
65,2024-06-05 17:00:00+00:00,2344.14,2350.27,2334.24,2349.0,6202
66,2024-06-05 18:00:00+00:00,2349.05,2357.41,2349.05,2353.74,5551
67,2024-06-05 19:00:00+00:00,2353.74,2355.01,2351.45,2352.67,4085
68,2024-06-05 20:00:00+00:00,2352.67,2355.78,2351.75,2355.08,3297
69,2024-06-05 21:00:00+00:00,2355.09,2356.67,2353.48,2355.87,2885
70,2024-06-05 22:00:00+00:00,2355.87,2356.16,2352.68,2354.07,2594
71,2024-06-05 23:00:00+00:00,2354.62,2355.23,2352.81,2355.13,1506
72,2024-06-06 01:00:00+00:00,2356.8,2357.79,2355.07,2356.96,1313
73,2024-06-06 02:00:00+00:00,2356.96,2357.59,2354.78,2355.04,1350
74,2024-06-06 03:00:00+00:00,2355.04,2356.03,2354.62,2355.76,1939
75,2024-06-06 04:00:00+00:00,2355.73,2373.06,2355.62,2367.51,6353
76,2024-06-06 05:00:00+00:00,2367.51,2374.7,2365.18,2374.43,4119
77,2024-06-06 06:00:00+00:00,2374.51,2374.98,2367.69,2368.53,3222
78,2024-06-06 07:00:00+00:00,2368.53,2370.59,2366.9,2369.49,2222
